Action,FileName,Role,State,Posture,Weather,TimeOfDay,TimeRemaining,RoundDuration,Capacity,Military,HRA,Scientist,Medic,GameNumber,RoundNumber,GameInstanceID,StartTimestamp,OperatorName,PlayerName
skip,data/data/test_images/injured/p_0194_n_r_i_cropped.png,police,injured,injured,rain,night,112,120,0,500,500,500,500,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/do_0028_d_i_cropped.png,doctor,injured,injured,sunny,day,108,120,0,500,480,500,460,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/zombie/m_z_0068_d_s_cropped.png,business,zombie,standing,sunny,day,103,120,0,500,480,500,420,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/m_0013_d_s_cropped.png,business,healthy,standing,sunny,day,100,120,1,460,520,580,380,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/m_c_0087_n_r_cropped.png,business,corpse,injured,rain,night,97,120,1,440,520,580,380,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/m_0132_n_r_s_cropped.png,business,healthy,standing,rain,night,56,120,1,420,520,580,380,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/g_c_0055_n_r_cropped.png,elderly,corpse,injured,rain,night,53,120,2,460,560,600,380,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0091_d_i_cropped.png,elderly,injured,injured,sunny,day,51,120,2,440,560,600,380,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/m_z_0145_n_r_s_cropped.png,business,zombie,standing,rain,night,45,120,2,440,560,600,320,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/do_c_0163_d_cropped.png,doctor,corpse,injured,sunny,day,41,120,2,480,520,580,320,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0016_d_s_cropped.png,doctor,healthy,standing,sunny,day,37,120,2,460,520,580,320,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/m_c_0106_n_r_cropped.png,business,corpse,injured,rain,night,34,120,3,500,560,580,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/p_0003_n_r_s_cropped.png,police,healthy,standing,rain,night,30,120,3,480,560,580,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0165_d_s_cropped.png,doctor,healthy,standing,sunny,day,25,120,4,560,580,580,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/m_c_0149_d_cropped.png,business,corpse,injured,sunny,day,22,120,5,600,620,580,400,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/p_c_0144_d_cropped.png,police,corpse,injured,sunny,day,20,120,5,580,620,580,400,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/p_0012_d_s_cropped.png,police,healthy,standing,sunny,day,17,120,5,560,620,580,400,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/p_0117_d_i_cropped.png,police,injured,injured,sunny,day,15,120,5,540,600,580,400,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_0171_n_r_s_cropped.png,default,zombie,standing,rain,night,11,120,5,540,580,580,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/p_z_0120_n_r_s_cropped.png,police,zombie,standing,rain,night,9,120,5,580,540,560,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/p_0066_n_r_s_cropped.png,police,healthy,standing,rain,night,5,120,5,620,500,540,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/m_c_0167_n_r_cropped.png,business,corpse,injured,rain,night,2,120,6,700,520,540,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/p_0061_n_r_i_cropped.png,police,injured,injured,rain,night,0,120,6,680,520,540,360,1,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/g_0126_n_r_s_cropped.png,elderly,healthy,standing,rain,night,72,76,0,500,500,500,500,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/p_0178_d_i_cropped.png,police,injured,injured,sunny,day,68,76,0,480,500,500,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/p_z_0050_n_r_s_cropped.png,police,zombie,standing,rain,night,65,76,1,500,520,500,520,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/h_0148_d_s_cropped.png,default,healthy,standing,sunny,day,59,76,1,540,480,480,520,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/do_c_0061_d_cropped.png,doctor,corpse,injured,sunny,day,55,76,1,520,480,480,520,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/p_0085_d_i_cropped.png,police,injured,injured,sunny,day,51,76,1,520,460,480,520,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/h_0072_d_i_cropped.png,default,injured,injured,sunny,day,48,76,1,520,440,480,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/zombie/g_z_0158_d_s_cropped.png,elderly,zombie,standing,sunny,day,44,76,1,500,440,480,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/zombie/g_z_0005_d_s_cropped.png,elderly,zombie,standing,sunny,day,42,76,1,480,440,480,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/h_0120_d_i_cropped.png,default,injured,injured,sunny,day,32,76,1,460,440,480,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/m_0043_d_i_cropped.png,business,injured,injured,sunny,day,25,76,2,420,480,560,440,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0051_n_r_s_cropped.png,doctor,healthy,standing,rain,night,22,76,3,400,520,580,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/healthy/m_0150_n_r_s_cropped.png,business,healthy,standing,rain,night,19,76,4,440,560,580,520,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/m_z_0081_n_r_s_cropped.png,business,zombie,standing,rain,night,16,76,4,420,520,640,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/do_c_0040_d_cropped.png,doctor,corpse,injured,sunny,day,11,76,4,460,480,620,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0149_d_i_cropped.png,elderly,injured,injured,sunny,day,7,76,4,440,480,620,480,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/p_0115_d_i_cropped.png,police,injured,injured,sunny,day,4,76,4,440,480,620,420,2,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/m_0009_d_s_cropped.png,business,healthy,standing,sunny,day,63,72,0,460,500,620,460,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/zombie/g_z_0190_d_s_cropped.png,elderly,zombie,standing,sunny,day,59,72,0,440,500,620,460,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/g_0043_d_s_cropped.png,elderly,healthy,standing,sunny,day,54,72,0,420,500,620,460,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0120_d_i_cropped.png,elderly,injured,injured,sunny,day,50,72,0,400,500,620,440,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/do_c_0195_d_cropped.png,doctor,corpse,injured,sunny,day,47,72,0,400,500,620,380,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/m_0161_d_i_cropped.png,business,injured,injured,sunny,day,43,72,1,400,500,620,360,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/p_0179_n_r_s_cropped.png,police,healthy,standing,rain,night,39,72,2,380,540,640,400,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/do_c_0062_d_cropped.png,doctor,corpse,injured,sunny,day,27,72,3,460,560,640,400,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/g_c_0093_n_r_cropped.png,elderly,corpse,injured,rain,night,23,72,4,460,560,640,380,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/g_c_0192_d_cropped.png,elderly,corpse,injured,sunny,day,19,72,4,440,560,640,380,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/zombie/m_z_0142_n_r_s_cropped.png,business,zombie,standing,rain,night,12,72,4,420,560,640,380,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/p_c_0046_n_r_cropped.png,police,corpse,injured,rain,night,8,72,4,400,560,640,380,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/p_0102_n_r_s_cropped.png,police,healthy,standing,rain,night,4,72,5,400,560,640,360,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/m_z_0189_n_r_s_cropped.png,business,zombie,standing,rain,night,0,72,6,480,580,640,360,2,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/g_0199_n_r_s_cropped.png,elderly,healthy,standing,rain,night,75,81,0,520,540,620,360,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/g_0147_n_r_s_cropped.png,elderly,healthy,standing,rain,night,72,81,0,500,540,620,340,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/do_0038_d_i_cropped.png,doctor,injured,injured,sunny,day,69,81,1,460,580,620,360,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_0074_n_r_s_cropped.png,default,zombie,standing,rain,night,66,81,2,440,620,620,440,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/m_0163_n_r_i_cropped.png,business,injured,injured,rain,night,63,81,2,480,580,600,440,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/m_0118_n_r_s_cropped.png,business,healthy,standing,rain,night,59,81,3,460,620,620,480,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0115_n_r_s_cropped.png,doctor,healthy,standing,rain,night,56,81,3,440,620,620,480,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/c_0088_n_r_cropped.png,default,corpse,injured,rain,night,53,81,4,480,660,620,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/healthy/p_0079_d_s_cropped.png,police,healthy,standing,sunny,day,51,81,4,480,640,620,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/p_c_0096_n_r_cropped.png,police,corpse,injured,rain,night,48,81,4,440,600,620,480,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0197_d_s_cropped.png,doctor,healthy,standing,sunny,day,46,81,4,440,580,620,480,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/m_z_0196_d_s_cropped.png,business,zombie,standing,sunny,day,44,81,5,480,620,620,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/injured/h_0059_n_r_i_cropped.png,default,injured,injured,rain,night,41,81,5,520,580,600,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/p_c_0115_d_cropped.png,police,corpse,injured,sunny,day,37,81,5,560,540,580,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/c_0047_n_r_cropped.png,default,corpse,injured,rain,night,30,81,6,560,540,580,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/c_0153_d_cropped.png,default,corpse,injured,sunny,day,27,81,6,560,520,580,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_0059_d_s_cropped.png,default,zombie,standing,sunny,day,25,81,6,560,500,580,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/p_0004_n_r_i_cropped.png,police,injured,injured,rain,night,23,81,6,600,460,560,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/g_c_0117_n_r_cropped.png,elderly,corpse,injured,rain,night,17,81,7,620,480,560,540,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0041_n_r_i_cropped.png,elderly,injured,injured,rain,night,13,81,8,620,480,560,520,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0183_d_s_cropped.png,doctor,healthy,standing,sunny,day,10,81,8,620,480,560,460,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_do_0001_n_r_s_cropped.png,default,zombie,standing,rain,night,8,81,9,660,520,560,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/p_c_0053_d_cropped.png,police,corpse,injured,sunny,day,5,81,9,700,480,540,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/p_0126_n_r_s_cropped.png,police,healthy,standing,rain,night,1,81,9,700,460,540,500,2,3,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0021_d_s_cropped.png,doctor,healthy,standing,sunny,day,67,70,0,500,500,500,500,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/healthy/h_0148_d_s_cropped.png,default,healthy,standing,sunny,day,64,70,1,540,540,500,540,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/do_0091_n_r_i_cropped.png,doctor,injured,injured,rain,night,62,70,1,580,500,480,540,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/p_c_0115_n_r_cropped.png,police,corpse,injured,rain,night,60,70,2,560,540,480,620,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/h_0144_n_r_i_cropped.png,default,injured,injured,rain,night,58,70,2,560,520,480,620,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/g_0002_n_r_s_cropped.png,elderly,healthy,standing,rain,night,47,70,3,520,560,560,580,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/do_0094_n_r_s_cropped.png,doctor,healthy,standing,rain,night,45,70,3,500,560,560,560,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_0136_n_r_s_cropped.png,default,zombie,standing,rain,night,36,70,4,540,600,560,600,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/do_c_0049_d_cropped.png,doctor,corpse,injured,sunny,day,34,70,4,580,560,540,600,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/injured/h_0029_d_i_cropped.png,default,injured,injured,sunny,day,32,70,4,580,540,540,600,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/p_c_0119_d_cropped.png,police,corpse,injured,sunny,day,28,70,4,620,500,520,600,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0011_d_i_cropped.png,elderly,injured,injured,sunny,day,25,70,4,620,480,520,600,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/p_c_0093_d_cropped.png,police,corpse,injured,sunny,day,23,70,4,620,480,520,540,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/p_z_0020_n_r_s_cropped.png,police,zombie,standing,rain,night,20,70,4,620,460,520,540,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/p_c_0190_d_cropped.png,police,corpse,injured,sunny,day,13,70,4,660,420,500,540,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/m_0064_d_s_cropped.png,business,healthy,standing,sunny,day,10,70,5,660,420,500,520,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/corpse/do_c_0058_d_cropped.png,doctor,corpse,injured,sunny,day,6,70,6,700,460,520,520,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/corpse/c_0173_n_r_cropped.png,default,corpse,injured,rain,night,3,70,6,700,440,520,520,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/h_0068_d_i_cropped.png,default,injured,injured,sunny,day,1,70,7,700,440,520,500,3,1,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/zombie/m_z_0168_d_s_cropped.png,business,zombie,standing,sunny,day,77,81,0,660,480,600,460,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/zombie/p_z_0077_n_r_s_cropped.png,police,zombie,standing,rain,night,73,81,1,620,520,680,420,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/do_z_0139_d_s_cropped.png,doctor,zombie,standing,sunny,day,70,81,2,580,560,760,380,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/h_0176_d_s_cropped.png,default,healthy,standing,sunny,day,66,81,2,620,520,740,380,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/m_0152_n_r_s_cropped.png,business,healthy,standing,rain,night,63,81,2,600,520,740,380,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/p_c_0126_d_cropped.png,police,corpse,injured,sunny,day,60,81,2,580,520,740,380,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/g_0007_d_s_cropped.png,elderly,healthy,standing,sunny,day,57,81,2,560,520,740,380,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/g_0079_d_i_cropped.png,elderly,injured,injured,sunny,day,55,81,2,540,520,740,360,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/c_0189_n_r_cropped.png,default,corpse,injured,rain,night,52,81,2,540,520,740,300,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/p_c_0011_n_r_cropped.png,police,corpse,injured,rain,night,49,81,2,520,520,740,300,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/injured/m_0086_d_i_cropped.png,business,injured,injured,sunny,day,45,81,2,500,520,740,300,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/zombie/p_z_0159_n_r_s_cropped.png,police,zombie,standing,rain,night,42,81,3,480,560,760,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/h_0094_d_s_cropped.png,default,healthy,standing,sunny,day,39,81,3,460,560,760,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/injured/h_0016_d_i_cropped.png,default,injured,injured,sunny,day,36,81,3,440,560,760,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
squish,data/data/test_images/zombie/z_0075_n_r_s_cropped.png,default,zombie,standing,rain,night,33,81,3,420,560,760,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
save,data/data/test_images/healthy/p_0015_n_r_s_cropped.png,police,healthy,standing,rain,night,30,81,3,460,520,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/g_c_0131_n_r_cropped.png,elderly,corpse,injured,rain,night,28,81,4,540,540,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/p_c_0177_d_cropped.png,police,corpse,injured,sunny,day,26,81,4,520,540,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/healthy/h_0025_d_s_cropped.png,default,healthy,standing,sunny,day,23,81,4,500,540,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/g_c_0041_d_cropped.png,elderly,corpse,injured,sunny,day,20,81,4,480,540,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
skip,data/data/test_images/corpse/p_c_0151_d_cropped.png,police,corpse,injured,sunny,day,14,81,4,460,540,740,340,3,2,826fe26e-5966-4f7e-b052-3e06702fd9e7,2025-07-28 14:04:37.122,Ayaan,Subject 100
