Action,FileName,Role,State,Posture,Weather,TimeOfDay,TimeRemaining,RoundDuration,Capacity,Military,HRA,Scientist,Medic,GameNumber,RoundNumber,GameInstanceID,StartTimestamp,OperatorName,PlayerName
save,data/data/test_images/zombie/m_z_0077_n_r_s_cropped.png,business,zombie,standing,rain,night,69,86,1,540,500,580,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0161_n_r_i_cropped.png,police,injured,injured,rain,night,66,86,2,500,540,660,560,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0022_d_s_cropped.png,default,healthy,standing,sunny,day,63,86,3,520,560,660,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/g_c_0137_d_cropped.png,elderly,corpse,injured,sunny,day,58,86,4,480,600,740,560,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0111_d_i_cropped.png,doctor,injured,injured,sunny,day,55,86,4,460,600,740,560,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0015_d_s_cropped.png,default,healthy,standing,sunny,day,51,86,5,440,640,740,640,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/m_z_0109_d_s_cropped.png,business,zombie,standing,sunny,day,47,86,6,400,680,820,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/m_z_0175_n_r_s_cropped.png,business,zombie,standing,rain,night,42,86,6,440,640,800,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/p_z_0094_d_s_cropped.png,police,zombie,standing,sunny,day,38,86,6,480,600,780,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/g_0020_d_i_cropped.png,elderly,injured,injured,sunny,day,34,86,6,520,560,760,600,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/m_0028_n_r_i_cropped.png,business,injured,injured,rain,night,31,86,7,420,600,760,660,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/g_0160_d_s_cropped.png,elderly,healthy,standing,sunny,day,28,86,8,400,640,780,700,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/m_c_0047_d_cropped.png,business,corpse,injured,sunny,day,25,86,9,360,680,780,720,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0056_n_r_i_cropped.png,doctor,injured,injured,rain,night,22,86,10,360,680,780,700,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/h_0035_n_r_i_cropped.png,default,injured,injured,rain,night,18,86,11,340,720,780,780,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
scram,data/data/test_images/healthy/do_0083_n_r_s_cropped.png,doctor,healthy,standing,rain,night,13,86,12,300,760,860,740,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/do_0159_n_r_s_cropped.png,doctor,healthy,standing,rain,night,10,86,0,300,760,860,740,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/do_c_0119_d_cropped.png,doctor,corpse,injured,sunny,day,6,86,1,340,800,860,780,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/c_0106_d_cropped.png,default,corpse,injured,sunny,day,2,86,1,340,780,860,780,3,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/g_z_0035_n_r_s_cropped.png,elderly,zombie,standing,rain,night,39,45,0,320,780,860,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/do_0073_n_r_s_cropped.png,doctor,healthy,standing,rain,night,36,45,0,360,740,840,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/h_0055_n_r_i_cropped.png,default,injured,injured,rain,night,32,45,1,400,780,840,820,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0108_n_r_s_cropped.png,police,healthy,standing,rain,night,30,45,2,360,820,920,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/m_c_0129_d_cropped.png,business,corpse,injured,sunny,day,25,45,3,440,840,920,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/h_0121_d_i_cropped.png,default,injured,injured,sunny,day,21,45,3,420,840,920,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0063_n_r_s_cropped.png,police,healthy,standing,rain,night,18,45,4,380,880,1000,740,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/g_c_0026_n_r_cropped.png,elderly,corpse,injured,rain,night,14,45,5,460,900,1000,740,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0064_n_r_i_cropped.png,doctor,injured,injured,rain,night,10,45,5,440,900,1000,740,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/injured/p_0029_n_r_i_cropped.png,police,injured,injured,rain,night,6,45,6,420,940,1000,820,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/g_c_0191_n_r_cropped.png,elderly,corpse,injured,rain,night,0,45,6,420,920,1000,780,3,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0132_d_i_cropped.png,doctor,injured,injured,sunny,day,39,41,0,500,500,500,500,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_do_0170_n_r_s_cropped.png,default,zombie,standing,rain,night,35,41,1,480,540,500,580,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/injured/g_0109_n_r_i_cropped.png,elderly,injured,injured,rain,night,31,41,1,520,500,480,580,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_do_0009_n_r_s_cropped.png,default,zombie,standing,rain,night,27,41,1,520,500,480,520,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0166_n_r_i_cropped.png,doctor,injured,injured,rain,night,24,41,1,560,460,460,520,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0171_d_s_cropped.png,default,zombie,standing,sunny,day,19,41,2,540,500,460,600,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/g_0189_n_r_i_cropped.png,elderly,injured,injured,rain,night,16,41,2,580,460,440,600,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/zombie/z_do_0004_n_r_s_cropped.png,default,zombie,standing,rain,night,13,41,3,480,500,440,660,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0086_d_s_cropped.png,default,zombie,standing,sunny,day,9,41,4,440,540,520,620,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0096_n_r_s_cropped.png,police,healthy,standing,rain,night,6,41,4,480,500,500,620,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/m_c_0080_d_cropped.png,business,corpse,injured,sunny,day,3,41,5,560,520,500,620,4,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0060_n_r_i_cropped.png,police,injured,injured,rain,night,57,61,0,560,520,500,600,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0132_d_i_cropped.png,doctor,injured,injured,sunny,day,55,61,1,580,540,500,640,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/g_c_0105_n_r_cropped.png,elderly,corpse,injured,rain,night,52,61,2,560,580,500,720,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0134_d_s_cropped.png,default,zombie,standing,sunny,day,48,61,3,560,580,500,700,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/g_z_0074_n_r_s_cropped.png,elderly,zombie,standing,rain,night,42,61,3,600,540,480,700,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/healthy/m_0095_d_s_cropped.png,business,healthy,standing,sunny,day,39,61,3,640,500,460,700,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0122_n_r_s_cropped.png,police,healthy,standing,rain,night,35,61,3,620,460,520,660,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0077_d_s_cropped.png,default,zombie,standing,sunny,day,31,61,4,700,480,520,660,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/p_z_0125_n_r_s_cropped.png,police,zombie,standing,rain,night,26,61,4,740,440,500,660,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0163_d_s_cropped.png,police,healthy,standing,sunny,day,22,61,4,780,400,480,660,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/zombie/p_z_0070_d_s_cropped.png,police,zombie,standing,sunny,day,18,61,5,860,420,480,660,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/m_c_0037_d_cropped.png,business,corpse,injured,sunny,day,14,61,6,820,460,560,620,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0180_d_i_cropped.png,police,injured,injured,sunny,day,11,61,7,820,460,560,600,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/m_c_0008_d_cropped.png,business,corpse,injured,sunny,day,7,61,8,840,480,560,640,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/m_0096_n_r_s_cropped.png,business,healthy,standing,rain,night,4,61,8,840,460,560,640,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/c_0015_d_cropped.png,default,corpse,injured,sunny,day,0,61,9,880,500,580,640,4,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0095_n_r_i_cropped.png,doctor,injured,injured,rain,night,42,44,0,880,480,580,640,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0000_d_s_cropped.png,police,healthy,standing,sunny,day,38,44,1,860,520,580,720,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0020_n_r_i_cropped.png,doctor,injured,injured,rain,night,35,44,2,940,540,580,720,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/m_c_0135_n_r_cropped.png,business,corpse,injured,rain,night,32,44,3,920,580,580,800,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/c_0124_n_r_cropped.png,default,corpse,injured,rain,night,27,44,4,920,580,580,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/p_c_0153_d_cropped.png,police,corpse,injured,sunny,day,23,44,4,920,560,580,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0032_d_s_cropped.png,default,zombie,standing,sunny,day,19,44,4,920,540,580,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/m_c_0183_d_cropped.png,business,corpse,injured,sunny,day,14,44,4,960,500,560,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/do_0142_n_r_s_cropped.png,doctor,healthy,standing,rain,night,10,44,4,940,500,560,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0086_n_r_s_cropped.png,default,healthy,standing,rain,night,6,44,5,980,540,560,820,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0004_d_i_cropped.png,doctor,injured,injured,sunny,day,4,44,6,940,580,640,780,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/g_z_0013_d_s_cropped.png,elderly,zombie,standing,sunny,day,0,44,7,920,620,640,860,4,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0018_d_i_cropped.png,police,injured,injured,sunny,day,76,78,0,500,500,500,500,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/g_c_0039_n_r_cropped.png,elderly,corpse,injured,rain,night,72,78,1,520,520,500,540,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/g_c_0183_n_r_cropped.png,elderly,corpse,injured,rain,night,68,78,1,520,500,500,540,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/m_c_0131_d_cropped.png,business,corpse,injured,sunny,day,63,78,1,500,500,500,540,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/do_c_0154_n_r_cropped.png,doctor,corpse,injured,rain,night,60,78,2,500,500,500,520,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/zombie/m_z_0166_n_r_s_cropped.png,business,zombie,standing,rain,night,53,78,3,500,500,500,500,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0150_d_i_cropped.png,police,injured,injured,sunny,day,47,78,4,460,540,580,460,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/c_0043_n_r_cropped.png,default,corpse,injured,rain,night,43,78,5,480,560,580,500,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/injured/m_0172_d_i_cropped.png,business,injured,injured,sunny,day,38,78,6,480,560,580,480,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/p_c_0054_d_cropped.png,police,corpse,injured,sunny,day,32,78,6,480,560,580,440,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/p_0081_d_i_cropped.png,police,injured,injured,sunny,day,28,78,6,480,540,580,440,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/p_c_0153_d_cropped.png,police,corpse,injured,sunny,day,23,78,7,500,560,580,480,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/g_c_0109_n_r_cropped.png,elderly,corpse,injured,rain,night,20,78,7,500,540,580,480,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/do_c_0166_d_cropped.png,doctor,corpse,injured,sunny,day,16,78,8,500,540,580,460,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0175_n_r_s_cropped.png,default,healthy,standing,rain,night,12,78,9,500,540,580,440,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/m_0114_d_i_cropped.png,business,injured,injured,sunny,day,9,78,10,460,580,660,400,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/p_c_0039_n_r_cropped.png,police,corpse,injured,rain,night,4,78,11,440,620,680,440,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/p_z_0074_d_s_cropped.png,police,zombie,standing,sunny,day,1,78,11,440,600,680,440,5,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/g_0171_d_i_cropped.png,elderly,injured,injured,sunny,day,84,88,0,480,560,660,440,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/do_c_0070_d_cropped.png,doctor,corpse,injured,sunny,day,79,88,1,380,600,660,500,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/zombie/g_z_0087_n_r_s_cropped.png,elderly,zombie,standing,rain,night,72,88,1,380,580,660,500,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/g_z_0129_n_r_s_cropped.png,elderly,zombie,standing,rain,night,68,88,2,340,620,740,460,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/p_z_0165_n_r_s_cropped.png,police,zombie,standing,rain,night,64,88,2,380,580,720,460,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/g_c_0108_n_r_cropped.png,elderly,corpse,injured,rain,night,60,88,2,420,540,700,460,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/corpse/g_c_0005_n_r_cropped.png,elderly,corpse,injured,rain,night,57,88,3,420,540,700,440,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/do_z_0152_d_s_cropped.png,doctor,zombie,standing,sunny,day,52,88,4,420,540,700,420,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/corpse/do_c_0115_n_r_cropped.png,doctor,corpse,injured,rain,night,47,88,4,460,500,680,420,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0162_n_r_s_cropped.png,default,healthy,standing,rain,night,44,88,4,440,500,680,420,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/m_0184_n_r_s_cropped.png,business,healthy,standing,rain,night,40,88,5,400,540,760,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/corpse/do_c_0020_n_r_cropped.png,doctor,corpse,injured,rain,night,35,88,6,440,580,780,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/h_0149_n_r_s_cropped.png,default,healthy,standing,rain,night,31,88,6,440,560,780,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/m_0048_n_r_i_cropped.png,business,injured,injured,rain,night,27,88,7,400,600,860,340,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/zombie/z_do_0152_n_r_s_cropped.png,default,zombie,standing,rain,night,22,88,8,380,640,880,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0135_d_s_cropped.png,police,healthy,standing,sunny,day,18,88,8,360,640,880,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_do_0090_n_r_s_cropped.png,default,zombie,standing,rain,night,14,88,9,440,660,880,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/h_0117_d_i_cropped.png,default,injured,injured,sunny,day,11,88,9,480,620,860,380,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/do_0108_n_r_i_cropped.png,doctor,injured,injured,rain,night,8,88,10,440,660,940,340,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/g_0048_n_r_s_cropped.png,elderly,healthy,standing,rain,night,4,88,11,420,700,940,420,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
scram,data/data/test_images/injured/m_0086_d_i_cropped.png,business,injured,injured,sunny,day,2,88,12,380,740,940,440,5,2,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/do_0105_d_s_cropped.png,doctor,healthy,standing,sunny,day,31,33,0,380,740,940,440,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/m_0136_d_s_cropped.png,business,healthy,standing,sunny,day,28,33,1,420,780,940,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0041_n_r_s_cropped.png,police,healthy,standing,rain,night,24,33,2,460,820,960,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/zombie/g_z_0175_n_r_s_cropped.png,elderly,zombie,standing,rain,night,19,33,3,540,840,960,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/z_0146_n_r_s_cropped.png,default,zombie,standing,rain,night,16,33,3,520,840,960,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/m_0145_d_s_cropped.png,business,healthy,standing,sunny,day,12,33,3,560,800,940,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
skip,data/data/test_images/zombie/g_z_0066_d_s_cropped.png,elderly,zombie,standing,sunny,day,8,33,4,600,840,960,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/h_0075_d_i_cropped.png,default,injured,injured,sunny,day,4,33,4,580,840,960,480,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/m_z_0022_d_s_cropped.png,business,zombie,standing,sunny,day,0,33,5,540,880,1000,440,5,3,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/injured/g_0039_n_r_i_cropped.png,elderly,injured,injured,rain,night,37,41,0,500,500,500,500,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
squish,data/data/test_images/zombie/m_z_0153_d_s_cropped.png,business,zombie,standing,sunny,day,33,41,1,400,540,500,560,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/do_0181_n_r_s_cropped.png,doctor,healthy,standing,rain,night,30,41,1,440,500,480,560,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/g_0012_n_r_s_cropped.png,elderly,healthy,standing,rain,night,27,41,2,480,540,480,600,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/m_0004_n_r_s_cropped.png,business,healthy,standing,rain,night,24,41,3,440,580,480,620,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
save,data/data/test_images/healthy/p_0082_d_s_cropped.png,police,healthy,standing,sunny,day,22,41,4,480,620,500,620,6,1,89092f41-a99a-44e0-8773-cabbc0dbd26b,2025-07-28 14:00:37.794,jimmy,200
